S.No,7122018,10122018,12122018,13122018,14122018,15122018
,11.0,111.0,175.0,129.0,146.0,68.0
,14.0,,,,,
,79.0,,,,,
,54.0,,,,,
,63.0,,,,,
,64.0,,,,,
,65.0,,,,,
,168.0,,,,,
,140.0,,,,,
,12.0,,,,,
,10.0,,,,,
,15.0,,,,,
,50.0,,,,,
,53.0,,,,,
,9.0,,,,,
,52.0,,,,,
,36.0,,,,,
,26.0,,,,,
,81.0,,,,,
,37.0,,,,,
,27.0,,,,,
,98.0,,,,,
,123.0,,,,,
,127.0,,,,,
,104.0,,,,,
,91.0,,,,,
,125.0,,,,,
,119.0,,,,,
,138.0,,,,,
,166.0,,,,,
,112.0,,,,,
,159.0,,,,,
,135.0,,,,,
,150.0,,,,,
,1.0,,,,,
,109.0,,,,,
,161.0,,,,,
,164.0,,,,,
,158.0,,,,,
,132.0,,,,,
,94.0,,,,,
,100.0,,,,,
,121.0,,,,,
,93.0,,,,,
,105.0,,,,,
,154.0,,,,,
,153.0,,,,,
,106.0,,,,,
,131.0,,,,,
,101.0,,,,,
,137.0,,,,,
,69.0,,,,,
,99.0,,,,,
,129.0,,,,,
,122.0,,,,,
,120.0,,,,,
,144.0,,,,,
,162.0,,,,,
,130.0,,,,,
,149.0,,,,,
,157.0,,,,,
,146.0,,,,,
,147.0,,,,,
,118.0,,,,,
,95.0,,,,,
,124.0,,,,,
,117.0,,,,,
,97.0,,,,,
,167.0,,,,,
,139.0,,,,,
,163.0,,,,,
,160.0,,,,,
,165.0,,,,,
,136.0,,,,,
,142.0,,,,,
,171.0,,,,,
,75.0,,,,,
,92.0,,,,,
,148.0,,,,,
,107.0,,,,,
,28.0,,,,,
,17.0,,,,,
,114.0,,,,,
,116.0,,,,,
,108.0,,,,,
,145.0,,,,,
,115.0,,,,,
,151.0,,,,,
,25.0,,,,,
,113.0,,,,,
,102.0,,,,,
,156.0,,,,,
,152.0,,,,,
,155.0,,,,,
,96.0,,,,,
,126.0,,,,,
,58.0,,,,,
,40.0,,,,,
,88.0,,,,,
,51.0,,,,,
,59.0,,,,,
,45.0,,,,,
,22.0,,,,,
,143.0,,,,,
,19.0,,,,,
,49.0,,,,,
,89.0,,,,,
,134.0,,,,,
,133.0,,,,,
,141.0,,,,,
,31.0,,,,,
,72.0,,,,,
,2.0,,,,,
,,140.0,,,,
,,110.0,,,,
,,112.0,,,,
,,119.0,,,,
,,144.0,,,,
,,117.0,,,,
,,162.0,,,,
,,146.0,,,,
,,101.0,,,,
,,118.0,,,,
,,106.0,,,,
,,147.0,,,,
,,160.0,,,,
,,120.0,,,,
,,122.0,,,,
,,94.0,,,,
,,136.0,,,,
,,166.0,,,,
,,109.0,,,,
,,132.0,,,,
,,91.0,,,,
,,121.0,,,,
,,175.0,,,,
,,163.0,,,,
,,128.0,,,,
,,127.0,,,,
,,93.0,,,,
,,95.0,,,,
,,153.0,,,,
,,151.0,,,,
,,114.0,,,,
,,115.0,,,,
,,108.0,,,,
,,141.0,,,,
,,116.0,,,,
,,40.0,,,,
,,51.0,,,,
,,78.0,,,,
,,22.0,,,,
,,145.0,,,,
,,156.0,,,,
,,152.0,,,,
,,142.0,,,,
,,143.0,,,,
,,96.0,,,,
,,171.0,,,,
,,33.0,,,,
,,24.0,,,,
,,34.0,,,,
,,92.0,,,,
,,148.0,,,,
,,107.0,,,,
,,157.0,,,,
,,17.0,,,,
,,28.0,,,,
,,10.0,,,,
,,77.0,,,,
,,133.0,,,,
,,69.0,,,,
,,87.0,,,,
,,75.0,,,,
,,2.0,,,,
,,19.0,,,,
,,,146.0,,,
,,,,69.0,,
,,,,140.0,,
,,,,125.0,,
,,,,135.0,,
,,,,154.0,,
,,,,128.0,,
,,,,91.0,,
,,,,161.0,,
,,,,164.0,,
,,,,98.0,,
,,,,112.0,,
,,,,159.0,,
,,,,93.0,,
,,,,104.0,,
,,,,127.0,,
,,,,94.0,,
,,,,124.0,,
,,,,137.0,,
,,,,130.0,,
,,,,144.0,,
,,,,146.0,,
,,,,121.0,,
,,,,139.0,,
,,,,72.0,,
,,,,111.0,,
,,,,151.0,,
,,,,102.0,,
,,,,116.0,,
,,,,148.0,,
,,,,92.0,,
,,,,108.0,,
,,,,113.0,,
,,,,155.0,,
,,,,126.0,,
,,,,58.0,,
,,,,142.0,,
,,,,96.0,,
,,,,143.0,,
,,,,141.0,,
,,,,145.0,,
,,,,107.0,,
,,,,11.0,,
,,,,,140.0,
,,,,,150.0,
,,,,,68.0,
,,,,,80.0,
,,,,,67.0,
,,,,,168.0,
,,,,,12.0,
,,,,,15.0,
,,,,,7.0,
,,,,,121.0,
,,,,,20.0,
,,,,,35.0,
,,,,,91.0,
,,,,,109.0,
,,,,,117.0,
,,,,,118.0,
,,,,,162.0,
,,,,,123.0,
,,,,,136.0,
,,,,,160.0,
,,,,,132.0,
,,,,,129.0,
,,,,,106.0,
,,,,,161.0,
,,,,,101.0,
,,,,,111.0,
,,,,,138.0,
,,,,,144.0,
,,,,,93.0,
,,,,,125.0,
,,,,,141.0,
,,,,,122.0,
,,,,,130.0,
,,,,,128.0,
,,,,,100.0,
,,,,,104.0,
,,,,,124.0,
,,,,,119.0,
,,,,,137.0,
,,,,,165.0,
,,,,,110.0,
,,,,,139.0,
,,,,,95.0,
,,,,,126.0,
,,,,,151.0,
,,,,,155.0,
,,,,,156.0,
,,,,,152.0,
,,,,,116.0,
,,,,,96.0,
,,,,,115.0,
,,,,,114.0,
,,,,,40.0,
,,,,,88.0,
,,,,,58.0,
,,,,,45.0,
,,,,,22.0,
,,,,,78.0,
,,,,,94.0,
,,,,,72.0,
,,,,,10.0,
,,,,,176.0,
,,,,,108.0,
,,,,,133.0,
,,,,,,152.0
,,,,,,148.0
,,,,,,96.0
,,,,,,92.0
,,,,,,156.0
,,,,,,107.0
,,,,,,138.0
,,,,,,171.0
,,,,,,146.0
,,,,,,155.0
,,,,,,145.0
,,,,,,141.0
,,,,,,175.0
,,,,,,115.0
,,,,,,126.0
,,,,,,114.0
,,,,,,142.0
,,,,,,102.0
,,,,,,157.0
,,,,,,24
